Year,Geography,Female,,Male,
2008,Washington,"1,310",47.7,"8,241",304.4
2008,West Virginia,330,41.7,"1,004",134.1
2008,Wisconsin,950,40,"3,673",158.3
2008,Wyoming,48,22.1,140,62.8
2009,Alabama,"3,037",149.6,"7,365",394.3
2009,Alaska,131,48.2,423,143.9
2009,Arizona,"1,550",58.2,"9,783",368.6
2009,Arkansas,"1,070",87.6,"3,185",276.4
2009,California,"12,530",82.8,"90,765",604
2009,Colorado,"1,158",56.4,"9,030",436.4
2009,Connecticut,"3,207",210.4,"6,079",425.8
2009,Delaware,872,228,"1,827",516.8
2009,District of Columbia,"3,590",1301,"8,951",3728.9
2009,Florida,"27,121",339.5,"60,964",799.3
2009,Georgia,"8,722",214.3,"24,959",645.4
2009,Hawaii,281,52.2,"1,746",320.8
2009,Idaho,140,22.6,598,96.7
2009,Illinois,"6,363",117.1,"22,403",431.4
2009,Indiana,"1,621",60.1,"6,590",255.3
2009,Iowa,332,26.1,"1,243",101.6
2009,Kansas,463,39.6,"1,860",163.5
2009,Kentucky,937,50.9,"3,905",223.9
2009,Louisiana,"5,039",263.8,"11,050",624.1
2009,Maine,174,29.8,836,152.7
2009,Maryland,"9,416",382.3,"16,473",725.4
2009,Massachusetts,"4,809",166.3,"11,804",439.1
2009,Michigan,"2,962",69.5,"10,032",247
2009,Minnesota,"1,389",63.1,"4,890",226.7
2009,Mississippi,"2,634",210.7,"5,150",449
2009,Missouri,"1,734",67.7,"8,585",357.3
2009,Montana,58,14.1,273,66.9
2009,Nebraska,370,49.7,"1,151",159.2
2009,Nevada,"1,040",98.8,"5,261",483.2
2009,New Hampshire,258,45,790,143.4
2009,New Jersey,"11,838",317.5,"22,177",629.7
2009,New Mexico,312,37.5,"1,945",241.6
2009,New York,"35,464",416.7,"80,048",1013.4
2009,North Carolina,"6,912",173.8,"15,872",424.7
2009,North Dakota,35,12.9,139,51
2009,Ohio,"3,374",67.9,"12,839",276.1
2009,Oklahoma,773,50.3,"3,783",256
2009,Oregon,616,38,"4,086",259.2
2009,Pennsylvania,"8,408",152.5,"20,217",392.9
2009,Rhode Island,564,121.4,"1,402",326
2009,South Carolina,"4,249",216.9,"9,399",516
2009,South Dakota,110,32.8,269,81
2009,Tennessee,"3,711",137.5,"10,201",404.7
2009,Texas,"13,560",136.9,"47,558",487.3
2009,Utah,320,30.1,"1,908",179.5
2009,Vermont,71,26,322,123.1
2009,Virginia,"4,941",147.4,"13,664",428.1
2009,Washington,"1,362",49,"8,520",309.7
2009,West Virginia,338,42.6,"1,038",138.1
2009,Wisconsin,993,41.6,"3,815",163.5
2009,Wyoming,51,23.1,153,67.3
2010,Alabama,"3,186",154.1,"7,550",394.8
2010,Alaska,148,53.6,494,163.8
2010,Arizona,"1,697",64.1,"10,465",405
2010,Arkansas,"1,062",85.9,"3,202",273.2
2010,California,"12,800",82.2,"92,886",611.5
2010,Colorado,"1,197",57.5,"8,533",411.9
2010,Connecticut,"3,407",218.3,"6,604",454.5
2010,Delaware,947,241.6,"1,997",553.2
2010,District of Columbia,"3,871",1370,"10,180",4100.8
2010,Florida,"26,883",325.9,"61,512",791.8
2010,Georgia,"10,404",254.4,"29,768",778.6
2010,Hawaii,318,55.4,"2,068",362.7
2010,Idaho,181,28.7,688,109.9
2010,Illinois,"6,445",118.1,"23,522",455.3
2010,Indiana,"1,782",65.1,"6,948",266.7
2010,Iowa,423,32.9,"1,564",125.8
2010,Kansas,505,42.7,"2,091",182.2
2010,Kentucky,"1,071",57.9,"4,245",240.9
2010,Louisiana,"4,828",250.8,"10,876",600
2010,Maine,218,37.2,"1,035",187.5
2010,Maryland,"9,902",393.1,"17,550",759.3
2010,Massachusetts,"5,022",172.9,"12,069",452.1
2010,Michigan,"3,019",71.3,"10,231",255
2010,Minnesota,"1,491",67,"4,984",230.2
2010,Mississippi,"2,621",207.7,"5,233",448.4
2010,Missouri,"1,764",68.9,"8,312",344.1
2010,Montana,65,15.6,355,85.5
2010,Nebraska,434,57.3,"1,316",178.7
2010,Nevada,"1,172",106.1,"5,526",493.8
2010,New Hampshire,264,46.2,829,151
2010,New Jersey,"11,307",297.2,"21,463",606.2
2010,New Mexico,376,43.7,"2,482",299.1
2010,New York,"35,362",414.8,"80,919",1032.6
2010,North Carolina,"7,339",179.2,"16,844",440.2
2010,North Dakota,47,16.8,154,54
2010,Ohio,"3,519",70.9,"13,356",287.3
2010,Oklahoma,876,55.9,"3,975",262.8
2010,Oregon,726,44.4,"4,916",310.8
2010,Pennsylvania,"8,851",159.1,"21,349",410.7
2010,Rhode Island,590,125.9,"1,498",348.6
2010,South Carolina,"4,409",220.6,"9,526",512.4
2010,South Dakota,113,33.7,248,74.6
2010,Tennessee,"3,915",143.3,"10,692",419.3
2010,Texas,"14,510",141.3,"50,626",508
2010,Utah,314,29.6,"1,808",170.9
2010,Vermont,87,31.7,365,139
2010,Virginia,"4,915",143.1,"13,145",403.4
2010,Washington,"1,483",52.4,"8,981",323.3
2010,West Virginia,350,43.5,"1,185",153.2
2010,Wisconsin,"1,038",43.2,"3,830",163.8
2010,Wyoming,61,26.7,196,82.8
2011,Alabama,"3,285",158.1,"7,949",414.1
2011,Alaska,157,56.2,502,164.6
2011,Arizona,"1,785",66.6,"10,763",410.3
2011,Arkansas,"1,084",87.1,"3,281",277.7
2011,California,"13,110",83.3,"95,596",623.2
2011,Colorado,"1,226",58,"8,797",417.8
2011,Connecticut,"3,404",217.1,"6,574",449.7
2011,Delaware,965,243.7,"2,064",565.9
2011,District of Columbia,"3,895",1352.5,"10,222",4027.2
2011,Florida,"27,302",326.3,"63,355",802.9
2011,Georgia,"10,703",258.9,"30,761",795.1
2011,Hawaii,319,55,"2,067",358.9
2011,Idaho,187,29.3,720,113.7
2011,Illinois,"6,633",121.1,"24,365",469.5
2011,Indiana,"1,852",67.3,"7,221",275.5
2011,Iowa,427,33.1,"1,632",130.3
2011,Kansas,514,43.3,"2,169",188.1
2011,Kentucky,"1,121",60.3,"4,415",249.1
2011,Louisiana,"5,092",262.5,"11,424",625.4
2011,Maine,226,38.5,"1,042",188.1
2011,Maryland,"10,159",399.7,"18,277",782.3
2011,Massachusetts,"5,229",178.6,"12,553",465.7
2011,Michigan,"3,086",72.7,"10,506",261.1
2011,Minnesota,"1,566",69.9,"5,163",236.6
2011,Mississippi,"2,709",213.7,"5,533",472
2011,Missouri,"1,815",70.6,"8,648",356.5
2011,Montana,73,17.4,405,96.8
2011,Nebraska,439,57.6,"1,365",184.1
2011,Nevada,"1,204",108.2,"5,722",508.7
2011,New Hampshire,256,44.6,857,155.1
2011,New Jersey,"11,272",295.1,"21,644",607.8
2011,New Mexico,390,44.9,"2,566",306.3
2011,New York,"35,489",414.1,"82,293",1043.2
2011,North Carolina,"7,533",181.9,"17,530",453.8
2011,North Dakota,46,16.2,168,57.9
2011,Ohio,"3,665",73.7,"13,850",297
2011,Oklahoma,910,57.6,"4,094",268.5
2011,Oregon,743,44.9,"5,108",319.5
2011,Pennsylvania,"9,018",161.7,"21,978",420.7
2011,Rhode Island,577,123.1,"1,531",355.4
2011,South Carolina,"4,985",247,"11,595",618.1
2011,South Dakota,119,35.3,266,79.1
2011,Tennessee,"4,039",146.6,"11,055",430
2011,Texas,"15,142",144.9,"53,200",524.5
2011,Utah,335,31.1,"1,886",175.4
2011,Vermont,89,32.3,401,151.9
2011,Virginia,"5,024",144.9,"13,442",407.9
2011,Washington,"1,506",52.6,"9,157",325.4
2011,West Virginia,376,46.6,"1,262",162.7
2011,Wisconsin,"1,071",44.4,"3,956",168.5
2011,Wyoming,60,26.1,189,79.4
2012,Alabama,"3,339",159.8,"8,197",424.8
2012,Alaska,156,55.2,494,159.3
2012,Arizona,"1,891",69.4,"11,223",421.2
2012,Arkansas,"1,112",88.9,"3,422",288.2
2012,California,"13,432",84.5,"98,464",635.3
2012,Colorado,"1,280",59.5,"9,030",421.7
2012,Connecticut,"3,412",216.8,"6,592",448.5
2012,Delaware,965,241.4,"2,114",573.5
2012,District of Columbia,"3,980",1355.1,"10,761",4155.9
2012,Florida,"28,142",331.7,"66,772",835
2012,Georgia,"11,127",265.8,"32,446",827.8
2012,Hawaii,306,52.2,"2,068",354.6
2012,Idaho,191,29.6,770,120.4
2012,Illinois,"6,749",122.8,"25,050",480.8
2012,Indiana,"1,934",70,"7,465",283.1
2012,Iowa,451,34.8,"1,710",135.9
2012,Kansas,532,44.6,"2,192",188.4
2012,Kentucky,"1,145",61.3,"4,610",258.4
2012,Louisiana,"5,172",264.7,"11,591",630.2
2012,Maine,238,40.5,"1,050",189.1
2012,Maryland,"10,281",401,"18,717",792.8
2012,Massachusetts,"5,365",181.8,"13,142",482.3
2012,Michigan,"3,150",73.9,"10,921",270
2012,Minnesota,"1,635",72.5,"5,390",245.1
2012,Mississippi,"2,698",212.1,"5,702",484.5
2012,Missouri,"1,848",71.7,"8,942",366.9
2012,Montana,77,18.3,414,98.1
2012,Nebraska,441,57.5,"1,398",187
2012,Nevada,"1,212",107.2,"5,943",520.8
2012,New Hampshire,247,42.8,878,157.7
2012,New Jersey,"11,307",295.1,"21,970",614.1
2012,New Mexico,372,42.7,"2,572",304.9
2012,New York,"35,647",414.2,"83,479",1052
2012,North Carolina,"7,796",185.9,"18,508",473.5
2012,North Dakota,54,18.7,185,62.3
2012,Ohio,"3,788",76.1,"14,352",306.8
2012,Oklahoma,946,59.4,"4,242",275.5
2012,Oregon,760,45.6,"5,259",325.8
2012,Pennsylvania,"9,185",164.4,"22,617",431.1
2012,Rhode Island,593,126.2,"1,570",362.9
2012,South Carolina,"4,706",230.5,"10,667",562.1
2012,South Dakota,129,37.8,287,84.1
2012,Tennessee,"4,155",149.4,"11,553",444.7
2012,Texas,"15,752",147.9,"55,792",539.1
2012,Utah,347,31.6,"1,930",176.3
2012,Vermont,99,35.9,447,169.2
2012,Virginia,"5,261",150,"14,229",426.5
2012,Washington,"1,573",54.3,"9,478",332.6
2012,West Virginia,387,48,"1,322",170.3
2012,Wisconsin,"1,085",44.8,"4,048",171.6
2012,Wyoming,58,24.9,194,79.9
2013,Alabama,"3,410",162.3,"8,505",438.2
2013,Alaska,154,54.1,489,155.3
2013,Arizona,"1,979",71.6,"11,661",431.3
2013,Arkansas,"1,141",90.8,"3,573",299.6
2013,California,"13,722",85.4,"100,963",644.7
2013,Colorado,"1,325",60.6,"9,194",421.5
2013,Connecticut,"3,461",219.3,"6,787",459.8
2013,Delaware,959,237,"2,121",568.8
2013,District of Columbia,"3,890",1300.4,"10,872",4104.4
2013,Florida,"28,574",332.2,"68,641",846.5
2013,Georgia,"11,717",276.9,"35,574",899.3
2013,Hawaii,305,51.6,"2,125",360.2
2013,Idaho,193,29.6,817,126
2013,Illinois,"6,831",123.9,"25,697",491.2
2013,Indiana,"2,000",71.9,"7,733",291.1
2013,Iowa,461,35.4,"1,771",139.7
2013,Kansas,533,44.5,"2,225",190.1
2013,Kentucky,"1,299",69.2,"4,941",275.2
2013,Louisiana,"5,337",271.3,"12,240",660.7
2013,Maine,251,42.6,"1,077",193.4
2013,Maryland,"10,391",402.3,"19,067",801.1
2013,Massachusetts,"5,460",183.3,"13,486",490
2013,Michigan,"3,186",74.5,"11,256",277
2013,Minnesota,"1,708",75.2,"5,516",248.7
2013,Mississippi,"2,729",213.6,"5,810",491
2013,Missouri,"1,903",73.5,"9,131",372.6
2013,Montana,80,18.8,448,105
2013,Nebraska,442,57.3,"1,432",190
2013,Nevada,"1,258",109.6,"6,171",533.9
2013,New Hampshire,255,44,890,158.9
2013,New Jersey,"11,496",299.3,"22,608",629.2
2013,New Mexico,354,40.4,"2,561",301.9
2013,New York,"35,578",412,"84,403",1058.7
2013,North Carolina,"7,965",187.6,"19,130",483.4
2013,North Dakota,59,20.1,193,62.9
2013,Ohio,"3,892",77.9,"14,893",316.7
2013,Oklahoma,970,60.4,"4,416",283.9
2013,Oregon,757,45,"5,303",325.8
2013,Pennsylvania,"9,274",165.8,"23,014",437.2
2013,Rhode Island,615,130.7,"1,583",364.6
2013,South Carolina,"4,700",227.3,"10,641",553.8
2013,South Dakota,142,41.3,313,90.7
2013,Tennessee,"4,204",150,"11,795",450
2013,Texas,"16,413",151.5,"58,437",554.6
2013,Utah,373,33.4,"2,095",187.7
2013,Vermont,110,39.9,483,182.2
2013,Virginia,"5,305",149.9,"14,470",429.2
2013,Washington,"1,628",55.6,"9,840",341
2013,West Virginia,390,48.5,"1,296",167
2013,Wisconsin,"1,193",49,"4,462",188.1
2013,Wyoming,59,25,195,79.5
2014,Alabama,"3,451",163.5,"8,888",456.2
2014,Alaska,154,54.2,468,148.5
2014,Arizona,"2,096",74.5,"12,224",444
2014,Arkansas,"1,183",93.7,"3,827",319.5
2014,California,"14,063",86.6,"103,512",653.7
2014,Colorado,"1,356",61,"9,485",426.6
2014,Connecticut,"3,390",214.4,"6,594",445.3
2014,Delaware,963,235.3,"2,102",557
2014,District of Columbia,"3,775",1243.9,"10,458",3883.2
2014,Florida,"29,245",334.5,"72,004",873.7
2014,Georgia,"11,645",271.6,"35,343",883.4
2014,Hawaii,301,50.7,"2,163",364.4
2014,Idaho,193,29.1,814,123.6
2014,Illinois,"6,932",125.6,"26,395",503.7
2014,Indiana,"2,066",73.9,"8,017",300.1
2014,Iowa,483,36.9,"1,846",144.7
2014,Kansas,548,45.6,"2,280",193.7
2014,Kentucky,"1,314",69.7,"5,155",286.2
2014,Louisiana,"5,546",280.5,"12,972",696.5
2014,Maine,269,45.5,"1,130",202.2
2014,Maryland,"10,730",412.8,"19,930",832
2014,Massachusetts,"5,594",186.2,"13,703",492.9
2014,Michigan,"3,157",73.6,"11,393",279.1
2014,Minnesota,"1,758",76.8,"5,688",254.3
2014,Mississippi,"2,761",215.5,"6,047",510
2014,Missouri,"1,972",75.9,"9,412",382.5
2014,Montana,83,19.4,459,106.6
2014,Nebraska,455,58.6,"1,501",197.2
2014,Nevada,"1,330",113.8,"6,676",568.4
2014,New Hampshire,262,44.9,932,164.9
2014,New Jersey,"11,500",298.8,"22,811",632.9
2014,New Mexico,371,42.3,"2,687",316.1
2014,New York,"35,950",415.4,"87,084",1089.1
2014,North Carolina,"8,170",190.1,"19,957",498.5
2014,North Dakota,70,23.5,222,70.9
2014,Ohio,"4,011",80.1,"15,513",328.4
2014,Oklahoma,987,61,"4,576",292.1
2014,Oregon,760,44.7,"5,407",328.2
2014,Pennsylvania,"9,414",168.1,"23,554",446.3
2014,Rhode Island,630,133.7,"1,672",383.5
2014,South Carolina,"4,709",224.4,"10,931",561
2014,South Dakota,158,45.6,341,97.9
2014,Tennessee,"4,157",147.1,"11,718",443.1
2014,Texas,"17,031",154.2,"61,357",570.5
2014,Utah,384,33.8,"2,171",191.2
2014,Vermont,115,41.7,519,195.8
2014,Virginia,"5,424",152,"15,029",441.7
2014,Washington,"1,710",57.6,"10,226",349.1
2014,West Virginia,401,49.9,"1,335",172.3
2014,Wisconsin,"1,196",49,"4,570",191.7
2014,Wyoming,62,26.3,198,80.7
2015,Alabama,"3,383",159.8,"8,783",449.6
2015,Alaska,164,57.6,489,154.7
2015,Arizona,"2,184",76.3,"12,736",454.7
2015,Arkansas,"1,226",96.7,"3,944",327.8
2015,California,"14,429",88,"106,902",668.2
2015,Colorado,"1,444",63.7,"9,803",430.9
2015,Connecticut,"3,443",217.9,"6,699",452.2
2015,Delaware,954,230.6,"2,141",560.8
2015,District of Columbia,"3,863",1249.9,"10,415",3812.4
2015,Florida,"29,728",333.8,"74,847",891.1
2015,Georgia,"12,006",276.2,"36,889",910.5
2015,Hawaii,312,52.3,"2,214",370.7
2015,Idaho,190,28.3,844,126.3
2015,Illinois,"6,992",126.8,"27,064",516.4
2015,Indiana,"2,174",77.6,"8,396",313.1
2015,Iowa,510,38.8,"1,890",147.4
2015,Kansas,538,44.6,"2,258",190.9
2015,Kentucky,"1,294",68.4,"5,318",294.1
2015,Louisiana,"5,686",286.2,"13,543",723.6
2015,Maine,274,46.4,"1,148",205.5
2015,Maryland,"11,058",423.3,"21,216",880.6
2015,Massachusetts,"5,714",189,"13,954",498.7
2015,Michigan,"3,133",73,"11,254",275
2015,Minnesota,"1,833",79.7,"5,883",261.1
2015,Mississippi,"2,806",218.6,"6,290",530.8
2015,Missouri,"2,043",78.4,"9,704",392.8
2015,Montana,85,19.7,481,110.7
2015,Nebraska,462,59.1,"1,550",202.2
2015,Nevada,"1,412",118.5,"7,077",592.3
2015,New Hampshire,248,42.4,898,158
2015,New Jersey,"11,450",297,"22,972",636.1
2015,New Mexico,377,42.9,"2,804",329.1
2015,New York,"36,003",415.8,"87,965",1098.5
2015,North Carolina,"8,339",191.8,"20,750",511.9
2015,North Dakota,90,29.7,239,74.6
2015,Ohio,"4,186",83.4,"16,085",339.6
2015,Oklahoma,"1,016",62.3,"4,724",298.9
2015,Oregon,796,46.1,"5,744",343.5
2015,Pennsylvania,"9,510",169.9,"24,027",454.8
2015,Rhode Island,637,135.2,"1,686",385.6
2015,South Carolina,"4,752",223,"11,234",567.9
2015,South Dakota,166,47.7,358,102.3
2015,Tennessee,"4,230",148.4,"12,128",454.6
2015,Texas,"17,682",157,"64,133",584.2
2015,Utah,395,34.2,"2,239",193.4
2015,Vermont,124,44.9,519,195.6
2015,Virginia,"5,529",153.9,"15,384",448.7
2015,Washington,"1,779",59,"10,594",355.4
2015,West Virginia,387,48.4,"1,318",170.6
2015,Wisconsin,"1,176",48,"4,675",195.4
2015,Wyoming,66,27.9,219,88.8
2016,Alabama,"3,497",164.6,"9,087",464.1
2016,Alaska,173,60.4,517,162.8
2016,Arizona,"2,253",77.2,"13,173",461.6
2016,Arkansas,"1,242",97.5,"4,176",345.3
2016,California,"14,857",89.9,"110,285",683.5
2016,Colorado,"1,541",66.7,"10,493",451.9
2016,Connecticut,"3,432",217.3,"6,689",451.7
2016,Delaware,962,230.2,"2,179",565.2
2016,District of Columbia,"3,910",1248,"10,473",3773.1
2016,Florida,"30,105",331.3,"77,118",899.8
2016,Georgia,"12,251",277.7,"38,338",933.8
2016,Hawaii,316,52.7,"2,203",366.8
2016,Idaho,207,30.2,886,129.7
2016,Illinois,"7,066",128.3,"27,544",526
2016,Indiana,"2,262",80.3,"8,620",319.8
2016,Iowa,546,41.4,"1,997",155.1
2016,Kansas,562,46.5,"2,355",198.5
2016,Kentucky,"1,331",70.1,"5,515",304
2016,Louisiana,"5,883",295,"14,049",748.5
2016,Maine,320,54,"1,211",216.1
2016,Maryland,"10,972",418.6,"20,955",866.6
2016,Massachusetts,"5,819",191.4,"14,160",502.6
2016,Michigan,"3,224",75,"12,013",292.4
2016,Minnesota,"1,929",83.3,"6,082",267.6
2016,Mississippi,"2,839",220.8,"6,398",539.2
2016,Missouri,"2,116",80.9,"9,886",398.6
2016,Montana,91,20.9,492,112
2016,Nebraska,478,60.7,"1,594",206.1
2016,Nevada,"1,478",121.6,"7,471",614
2016,New Hampshire,258,43.8,908,158.7
2016,New Jersey,"11,362",294.4,"23,066",637.2
2016,New Mexico,388,44,"2,887",337.4
2016,New York,"36,201",418.3,"89,349",1115.2
2016,North Carolina,"8,528",193.3,"21,473",522.3
2016,North Dakota,121,40,250,78.3
2016,Ohio,"4,386",87.3,"16,762",352.8
2016,Oklahoma,"1,057",64.5,"4,858",305.8
2016,Oregon,820,46.6,"5,878",344.3
2016,Pennsylvania,"10,007",178.7,"25,610",484.1
2016,Rhode Island,666,141.2,"1,738",396.3
2016,South Carolina,"4,804",222,"11,601",578.1
2016,South Dakota,162,46.2,374,105.6
2016,Tennessee,"4,173",145,"12,010",446
2016,Texas,"18,173",158.5,"66,507",594.8
2016,Utah,414,35,"2,294",193.3
2016,Vermont,121,43.9,535,201.6
2016,Virginia,"5,588",154.5,"15,771",457
2016,Washington,"1,876",61.1,"10,838",356.5
2016,West Virginia,399,50.2,"1,350",175.6
2016,Wisconsin,"1,196",48.7,"4,803",199.9
2016,Wyoming,67,28.3,243,98.8
2017,Alabama,"3,615",169.5,"9,509",484.8
2017,Alaska,181,63.1,539,170.5
2017,Arizona,"2,333",78.6,"13,729",472.7
2017,Arkansas,"1,275",99.6,"4,359",358.6
2017,California,"15,158",91.1,"112,995",695.2
2017,Colorado,"1,581",67.4,"10,771",455.7
2017,Connecticut,"3,511",222.3,"6,817",460.1
2017,Delaware,"1,002",237.4,"2,283",586.2
2017,District of Columbia,"3,848",1214.8,"10,468",3738.3
2017,Florida,"30,484",329.5,"79,550",912.2
2017,Georgia,"12,681",283.6,"39,847",958.6
2017,Hawaii,307,51.2,"2,217",370.6
2017,Idaho,212,30.2,933,133.3
2017,Illinois,"7,123",129.5,"27,953",534.2
2017,Indiana,"2,354",83.2,"8,864",327.1
2017,Iowa,582,44,"2,089",161.4
2017,Kansas,577,47.7,"2,420",203.6
2017,Kentucky,"1,384",72.6,"5,724",314
2017,Louisiana,"5,988",300.1,"14,436",770.5
2017,Maine,319,53.6,"1,257",223.4
2017,Maryland,"11,140",423.3,"21,296",876.9
2017,Massachusetts,"5,953",194.5,"14,421",508
2017,Michigan,"3,300",76.5,"12,367",299.7
2017,Minnesota,"2,025",86.6,"6,279",273.7
2017,Mississippi,"2,883",223.7,"6,516",547.5
2017,Missouri,"2,192",83.5,"10,116",406
2017,Montana,97,21.9,528,118.7
2017,Nebraska,485,61.2,"1,651",211.7
2017,Nevada,"1,555",125.3,"8,054",649.6
2017,New Hampshire,263,44.3,926,160.6
2017,New Jersey,"11,391",294.5,"23,500",647.2
2017,New Mexico,418,47.2,"3,010",350.7
2017,New York,"36,173",418.8,"90,322",1128.7
2017,North Carolina,"8,733",195.4,"22,220",533.7
2017,North Dakota,130,42.9,277,86.8
2017,Ohio,"4,556",90.3,"17,343",363.6
2017,Oklahoma,"1,093",66.4,"4,991",313.3
2017,Oregon,842,47.2,"6,037",348.2
2017,Pennsylvania,"9,976",178,"25,544",482.1
2017,Rhode Island,695,147.2,"1,852",421.7
2017,South Carolina,"4,950",225.3,"11,908",585.6
2017,South Dakota,165,46.5,403,112.2
2017,Tennessee,"4,242",145.9,"12,370",454.2
2017,Texas,"18,806",161.5,"69,293",610
2017,Utah,416,34.3,"2,341",192.4
2017,Vermont,125,45.2,568,213.3
2017,Virginia,"5,771",158.4,"16,378",470.9
2017,Washington,"1,985",63.5,"11,220",362.1
2017,West Virginia,408,51.7,"1,402",183.3
2017,Wisconsin,"1,237",50.1,"4,979",206.2
2017,Wyoming,69,29.3,257,105.2
