"Date Printed: Thursday, February 27, 2020 2:17:54 AM"
Title: HIV diagnoses | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018 | Alabama | Alaska | Arizona | Arkansas | California | Colorado | Connecticut | Delaware | District of Columbia | Florida | Georgia | Hawaii | Idaho | Illinois | Indiana | Iowa | Kansas | Kentucky | Louisiana | Maine | Maryland | Massachusetts | Michigan | Minnesota | Mississippi | Missouri | Montana | Nebraska | Nevada | New Hampshire | New Jersey | New Mexico | New York | North Carolina | North Dakota | Ohio | Oklahoma | Oregon | Pennsylvania | Rhode Island | South Carolina | South Dakota | Tennessee | Texas | Utah | Vermont | Virginia | Washington | West Virginia | Wisconsin | Wyoming | All races/ethnicities | Female | Male | Ages 13 years and older | All transmission categories
Footnote(s): Prevalence: Prevalence data prior to 2010 are based on residence at diagnosis; prevalence data from 2010 to present are based on most recent known address.
Diagnosis: HIV data for the year 2018 are preliminary and based on 6 months reporting delay.
Death: Death data based on residence at death.
NA - Not applicable


Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV diagnoses","2009","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","12",4.1,"293,972"
"HIV diagnoses","2008","Alaska","02","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","8",3,"265,960"
"HIV diagnoses","2008","Alaska","02","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","31",10.6,"293,386"
"HIV diagnoses","2018","Arizona","04","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","95",3.1,"3,030,802"
"HIV diagnoses","2018","Arizona","04","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","711",24,"2,965,494"
"HIV diagnoses","2017","Arizona","04","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","105",3.5,"2,969,938"
"HIV diagnoses","2017","Arizona","04","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","620",21.3,"2,904,658"
"HIV diagnoses","2016","Arizona","04","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","101",3.5,"2,917,375"
"HIV diagnoses","2016","Arizona","04","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","613",21.5,"2,853,486"
"HIV diagnoses","2015","Arizona","04","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","98",3.4,"2,862,848"
"HIV diagnoses","2015","Arizona","04","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","592",21.1,"2,801,096"
"HIV diagnoses","2014","Arizona","04","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","112",4,"2,814,234"
"HIV diagnoses","2014","Arizona","04","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","629",22.8,"2,752,906"
"HIV diagnoses","2013","Arizona","04","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","87",3.1,"2,765,601"
"HIV diagnoses","2013","Arizona","04","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","602",22.3,"2,703,459"
"HIV diagnoses","2012","Arizona","04","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","90",3.3,"2,723,877"
"HIV diagnoses","2012","Arizona","04","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","530",19.9,"2,664,488"
"HIV diagnoses","2011","Arizona","04","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","75",2.8,"2,681,747"
"HIV diagnoses","2011","Arizona","04","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","488",18.6,"2,622,911"
"HIV diagnoses","2010","Arizona","04","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","72",2.7,"2,646,111"
"HIV diagnoses","2010","Arizona","04","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","547",21.2,"2,583,797"
"HIV diagnoses","2009","Arizona","04","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","78",2.9,"2,662,635"
"HIV diagnoses","2009","Arizona","04","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","564",21.3,"2,653,752"
"HIV diagnoses","2008","Arizona","04","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","84",3.2,"2,622,204"
"HIV diagnoses","2008","Arizona","04","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","595",22.8,"2,612,919"
"HIV diagnoses","2018","Arkansas","05","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","52",4,"1,287,400"
"HIV diagnoses","2018","Arkansas","05","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","229",18.7,"1,221,447"
"HIV diagnoses","2017","Arkansas","05","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","49",3.8,"1,280,333"
"HIV diagnoses","2017","Arkansas","05","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","238",19.6,"1,215,599"
"HIV diagnoses","2016","Arkansas","05","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","46",3.6,"1,273,568"
"HIV diagnoses","2016","Arkansas","05","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","266",22,"1,209,387"
"HIV diagnoses","2015","Arkansas","05","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","54",4.3,"1,267,469"
"HIV diagnoses","2015","Arkansas","05","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","219",18.2,"1,203,291"
"HIV diagnoses","2014","Arkansas","05","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","47",3.7,"1,262,225"
"HIV diagnoses","2014","Arkansas","05","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","265",22.1,"1,197,670"
"HIV diagnoses","2013","Arkansas","05","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","58",4.6,"1,257,139"
"HIV diagnoses","2013","Arkansas","05","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","204",17.1,"1,192,411"
"HIV diagnoses","2012","Arkansas","05","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","44",3.5,"1,251,330"
"HIV diagnoses","2012","Arkansas","05","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","203",17.1,"1,187,352"
"HIV diagnoses","2011","Arkansas","05","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","48",3.9,"1,245,002"
"HIV diagnoses","2011","Arkansas","05","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","193",16.3,"1,181,546"
"HIV diagnoses","2010","Arkansas","05","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","37",3,"1,236,128"
"HIV diagnoses","2010","Arkansas","05","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","197",16.8,"1,171,860"
"HIV diagnoses","2009","Arkansas","05","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","61",5,"1,221,849"
"HIV diagnoses","2009","Arkansas","05","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","219",19,"1,152,240"
"HIV diagnoses","2008","Arkansas","05","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","43",3.5,"1,213,470"
"HIV diagnoses","2008","Arkansas","05","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","195",17,"1,143,893"
"HIV diagnoses","2018","California","06","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","510",3,"16,733,636"
"HIV diagnoses","2018","California","06","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","3,888",23.8,"16,355,977"
"HIV diagnoses","2017","California","06","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","529",3.2,"16,636,034"
"HIV diagnoses","2017","California","06","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","4,237",26.1,"16,252,628"
"HIV diagnoses","2016","California","06","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","610",3.7,"16,527,051"
"HIV diagnoses","2016","California","06","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","4,562",28.3,"16,135,985"
"HIV diagnoses","2015","California","06","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","539",3.3,"16,391,096"
"HIV diagnoses","2015","California","06","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","4,569",28.6,"15,999,068"
"HIV diagnoses","2014","California","06","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","595",3.7,"16,233,891"
"HIV diagnoses","2014","California","06","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","4,574",28.9,"15,835,736"
"HIV diagnoses","2013","California","06","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","509",3.2,"16,062,044"
"HIV diagnoses","2013","California","06","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","4,202",26.8,"15,660,535"
"HIV diagnoses","2012","California","06","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","544",3.4,"15,893,612"
"HIV diagnoses","2012","California","06","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","4,506",29.1,"15,499,460"
"HIV diagnoses","2011","California","06","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","556",3.5,"15,729,738"
"HIV diagnoses","2011","California","06","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","4,488",29.3,"15,338,407"
"HIV diagnoses","2010","California","06","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","624",4,"15,563,085"
"HIV diagnoses","2010","California","06","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","4,648",30.6,"15,190,720"
"HIV diagnoses","2009","California","06","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","663",4.4,"15,140,307"
"HIV diagnoses","2009","California","06","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","4,754",31.6,"15,026,806"
"HIV diagnoses","2008","California","06","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","726",4.8,"14,984,211"
"HIV diagnoses","2008","California","06","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","4,993",33.6,"14,852,434"
"HIV diagnoses","2018","Colorado","08","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","41",1.7,"2,386,157"
"HIV diagnoses","2018","Colorado","08","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","368",15.3,"2,405,587"
"HIV diagnoses","2017","Colorado","08","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","41",1.7,"2,347,003"
"HIV diagnoses","2017","Colorado","08","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","401",17,"2,363,778"
"HIV diagnoses","2016","Colorado","08","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","47",2,"2,310,044"
"HIV diagnoses","2016","Colorado","08","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","376",16.2,"2,322,019"
"HIV diagnoses","2015","Colorado","08","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","54",2.4,"2,268,168"
"HIV diagnoses","2015","Colorado","08","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","323",14.2,"2,274,781"
"HIV diagnoses","2014","Colorado","08","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","49",2.2,"2,223,701"
"HIV diagnoses","2014","Colorado","08","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","329",14.8,"2,223,654"
"HIV diagnoses","2013","Colorado","08","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","42",1.9,"2,186,543"
"HIV diagnoses","2013","Colorado","08","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","270",12.4,"2,181,441"
"HIV diagnoses","2012","Colorado","08","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","54",2.5,"2,149,766"
"HIV diagnoses","2012","Colorado","08","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","317",14.8,"2,141,194"
"HIV diagnoses","2011","Colorado","08","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","46",2.2,"2,115,248"
"HIV diagnoses","2011","Colorado","08","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","317",15.1,"2,105,648"
"HIV diagnoses","2010","Colorado","08","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","59",2.8,"2,080,581"
"HIV diagnoses","2010","Colorado","08","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","360",17.4,"2,071,801"
"HIV diagnoses","2009","Colorado","08","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","48",2.3,"2,051,862"
"HIV diagnoses","2009","Colorado","08","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","322",15.6,"2,069,102"
"HIV diagnoses","2008","Colorado","08","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","63",3.1,"2,017,351"
"HIV diagnoses","2008","Colorado","08","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","388",19.1,"2,032,342"
"HIV diagnoses","2018","Connecticut","09","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","55",3.5,"1,580,527"
"HIV diagnoses","2018","Connecticut","09","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","195",13.1,"1,484,559"
"HIV diagnoses","2017","Connecticut","09","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","76",4.8,"1,579,198"
"HIV diagnoses","2017","Connecticut","09","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","199",13.4,"1,481,751"
"HIV diagnoses","2016","Connecticut","09","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","55",3.5,"1,579,239"
"HIV diagnoses","2016","Connecticut","09","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","203",13.7,"1,480,987"
"HIV diagnoses","2015","Connecticut","09","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","70",4.4,"1,580,436"
"HIV diagnoses","2015","Connecticut","09","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","209",14.1,"1,481,510"
"HIV diagnoses","2014","Connecticut","09","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","79",5,"1,581,159"
"HIV diagnoses","2014","Connecticut","09","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","214",14.5,"1,480,819"
"HIV diagnoses","2013","Connecticut","09","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","68",4.3,"1,578,201"
"HIV diagnoses","2013","Connecticut","09","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","259",17.5,"1,476,087"
"HIV diagnoses","2012","Connecticut","09","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","73",4.6,"1,573,965"
"HIV diagnoses","2012","Connecticut","09","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","218",14.8,"1,469,945"
"HIV diagnoses","2011","Connecticut","09","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","92",5.9,"1,567,718"
"HIV diagnoses","2011","Connecticut","09","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","258",17.6,"1,461,931"
"HIV diagnoses","2010","Connecticut","09","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","112",7.2,"1,560,657"
"HIV diagnoses","2010","Connecticut","09","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","276",19,"1,453,120"
"HIV diagnoses","2009","Connecticut","09","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","87",5.7,"1,524,210"
"HIV diagnoses","2009","Connecticut","09","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","254",17.8,"1,427,672"
"HIV diagnoses","2008","Connecticut","09","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","103",6.8,"1,515,743"
"HIV diagnoses","2008","Connecticut","09","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","244",17.2,"1,417,069"
"HIV diagnoses","2018","Delaware","10","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","22",5.2,"427,163"
"HIV diagnoses","2018","Delaware","10","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","69",17.5,"394,341"
"HIV diagnoses","2017","Delaware","10","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","36",8.5,"422,111"
"HIV diagnoses","2017","Delaware","10","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","90",23.1,"389,465"
"HIV diagnoses","2016","Delaware","10","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","26",6.2,"417,833"
"HIV diagnoses","2016","Delaware","10","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","86",22.3,"385,508"
"HIV diagnoses","2015","Delaware","10","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","19",4.6,"413,673"
"HIV diagnoses","2015","Delaware","10","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","84",22,"381,768"
"HIV diagnoses","2014","Delaware","10","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","42",10.3,"409,304"
"HIV diagnoses","2014","Delaware","10","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","73",19.3,"377,410"
"HIV diagnoses","2013","Delaware","10","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","28",6.9,"404,712"
"HIV diagnoses","2013","Delaware","10","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","81",21.7,"372,907"
"HIV diagnoses","2012","Delaware","10","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","37",9.3,"399,769"
"HIV diagnoses","2012","Delaware","10","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","100",27.1,"368,637"
"HIV diagnoses","2011","Delaware","10","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","27",6.8,"395,941"
"HIV diagnoses","2011","Delaware","10","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","87",23.9,"364,705"
"HIV diagnoses","2010","Delaware","10","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","27",6.9,"391,947"
"HIV diagnoses","2010","Delaware","10","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","96",26.6,"361,002"
"HIV diagnoses","2009","Delaware","10","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","39",10.2,"382,478"
"HIV diagnoses","2009","Delaware","10","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","111",31.4,"353,529"
"HIV diagnoses","2008","Delaware","10","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","46",12.2,"378,241"
"HIV diagnoses","2008","Delaware","10","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","107",30.6,"350,024"
"HIV diagnoses","2018","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","45",14.1,"319,214"
"HIV diagnoses","2018","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","163",57.8,"282,024"
"HIV diagnoses","2017","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","71",22.4,"316,765"
"HIV diagnoses","2017","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","234",83.6,"280,020"
"HIV diagnoses","2016","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","89",28.4,"313,305"
"HIV diagnoses","2016","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","259",93.3,"277,570"
"HIV diagnoses","2015","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","93",30.1,"309,065"
"HIV diagnoses","2015","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","276",101,"273,186"
"HIV diagnoses","2014","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","82",27,"303,471"
"HIV diagnoses","2014","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","336",124.8,"269,317"
"HIV diagnoses","2013","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","120",40.1,"299,141"
"HIV diagnoses","2013","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","367",138.5,"264,889"
"HIV diagnoses","2012","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","162",55.2,"293,711"
"HIV diagnoses","2012","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","408",157.6,"258,931"
"HIV diagnoses","2011","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","174",60.4,"287,977"
"HIV diagnoses","2011","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","464",182.8,"253,824"
"HIV diagnoses","2010","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","229",81,"282,553"
"HIV diagnoses","2010","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","570",229.6,"248,242"
"HIV diagnoses","2009","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","250",90.6,"275,945"
"HIV diagnoses","2009","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","583",242.9,"240,044"
"HIV diagnoses","2008","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","308",113.4,"271,668"
"HIV diagnoses","2008","District of Columbia","11","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","721",305.1,"236,353"
"HIV diagnoses","2018","Florida","12","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","976",10.4,"9,406,261"
"HIV diagnoses","2018","Florida","12","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","3,707",41.8,"8,865,451"
"HIV diagnoses","2017","Florida","12","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","994",10.7,"9,250,613"
"HIV diagnoses","2017","Florida","12","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","3,569",40.9,"8,721,103"
"HIV diagnoses","2016","Florida","12","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","1,017",11.2,"9,087,892"
"HIV diagnoses","2016","Florida","12","Ages 13 years and older","All races/ethnicities","Male","All transmission categories","3,645",42.5,"8,570,719"
"HIV diagnoses","2015","Florida","12","Ages 13 years and older","All races/ethnicities","Female","All transmission categories","961",10.8,"8,906,218"
