Geography,Avg_Cases_Before,Avg_Rate_Before,Avg_Cases_After,Avg_Rate_After
"Morris County, KS",0.0,0.0,0.0,0.0
"Morrill County, NE",0.0,0.0,0.0,0.0
"Morgan County, WV",0.0,0.0,0.0,0.0
"Morgan County, UT",0.0,0.0,0.0,0.0
"Morgan County, OH",0.0,0.0,0.0,0.0
"Morgan County, MO",0.0,0.0,0.0,0.0
"Mora County, NM",0.0,0.0,0.0,0.0
"Moore County, TX",0.0,0.0,,
"Moore County, TN",0.0,0.0,0.0,0.0
"Moody County, SD",0.0,0.0,0.0,0.0
"Montour County, PA",0.0,0.0,0.0,0.0
"Montmorency County, MI",0.0,0.0,0.0,0.0
"Montgomery County, MS",0.0,0.0,0.0,0.0
"Montgomery County, MO",0.0,0.0,0.0,0.0
"Montgomery County, IN",0.0,0.0,,
"Montgomery County, GA",0.0,0.0,0.0,0.0
"Montgomery County, AR",0.0,0.0,0.0,0.0
"Montcalm County, MI",0.0,0.0,0.0,0.0
"Montague County, TX",0.0,0.0,0.0,0.0
"Monroe County, WI",0.0,0.0,0.0,0.0
"Monroe County, OH",0.0,0.0,0.0,0.0
"Monroe County, MO",0.0,0.0,0.0,0.0
"Monroe County, IA",0.0,0.0,0.0,0.0
"Monroe County, GA",0.0,0.0,0.0,0.0
"Monroe County, AR",0.0,0.0,0.0,0.0
"Monona County, IA",0.0,0.0,0.0,0.0
"Mitchell County, TX",0.0,0.0,0.0,0.0
"Mitchell County, KS",0.0,0.0,0.0,0.0
"Mitchell County, IA",0.0,0.0,0.0,0.0
"Missaukee County, MI",0.0,0.0,0.0,0.0
"Minidoka County, ID",0.0,0.0,0.0,0.0
"Mingo County, WV",0.0,0.0,0.0,0.0
"Mineral County, WV",0.0,0.0,0.0,0.0
"Mineral County, NV",0.0,0.0,0.0,0.0
"Mineral County, MT",0.0,0.0,0.0,0.0
"Mineral County, CO",0.0,0.0,0.0,0.0
"Miner County, SD",0.0,0.0,0.0,0.0
"Mills County, TX",0.0,0.0,0.0,0.0
"Miller County, MO",0.0,0.0,0.0,0.0
"Miller County, GA",0.0,0.0,0.0,0.0
"Millard County, UT",0.0,0.0,0.0,0.0
"Miami County, KS",0.0,0.0,0.0,0.0
"Merrick County, NE",0.0,0.0,0.0,0.0
"Mercer County, ND",0.0,0.0,0.0,0.0
"Mercer County, MO",0.0,0.0,0.0,0.0
"Mercer County, IL",0.0,0.0,0.0,0.0
"Menominee County, WI",0.0,0.0,0.0,0.0
"Menominee County, MI",0.0,0.0,0.0,0.0
"Menard County, TX",0.0,0.0,0.0,0.0
"Mellette County, SD",0.0,0.0,0.0,0.0
"Meigs County, TN",0.0,0.0,0.0,0.0
"Meigs County, OH",0.0,0.0,0.0,0.0
"Meeker County, MN",0.0,0.0,0.0,0.0
"Meagher County, MT",0.0,0.0,0.0,0.0
"Meade County, KS",0.0,0.0,0.0,0.0
"Mcpherson County, SD",0.0,0.0,0.0,0.0
"Mcpherson County, NE",0.0,0.0,0.0,0.0
"Mcnairy County, TN",0.0,0.0,0.0,0.0
"Mcmullen County, TX",0.0,0.0,0.0,0.0
"Mclean County, ND",0.0,0.0,0.0,0.0
"Mckenzie County, ND",0.0,0.0,0.0,0.0
"Mcintosh County, ND",0.0,0.0,0.0,0.0
"Mcintosh County, GA",0.0,0.0,0.0,0.0
"Mchenry County, ND",0.0,0.0,0.0,0.0
"Mcduffie County, GA",0.0,0.0,,
"Mcdonough County, IL",0.0,0.0,0.0,0.0
"Mcdonald County, MO",0.0,0.0,0.0,0.0
"Mcculloch County, TX",0.0,0.0,0.0,0.0
"Mccormick County, SC",0.0,0.0,0.0,0.0
"Mccook County, SD",0.0,0.0,0.0,0.0
"Mccone County, MT",0.0,0.0,0.0,0.0
"Mcclain County, OK",0.0,0.0,0.0,0.0
"Mayes County, OK",0.0,0.0,0.0,0.0
"Massac County, IL",0.0,0.0,0.0,0.0
"Mason County, TX",0.0,0.0,0.0,0.0
"Mason County, IL",0.0,0.0,0.0,0.0
"Martin County, NC",0.0,0.0,2.5,12.4
"Martin County, MN",0.0,0.0,0.0,0.0
"Martin County, IN",0.0,0.0,0.0,0.0
"Marshall County, SD",0.0,0.0,0.0,0.0
"Marshall County, OK",0.0,0.0,0.0,0.0
"Marshall County, MN",0.0,0.0,0.0,0.0
"Marshall County, KS",0.0,0.0,0.0,0.0
"Marshall County, IL",0.0,0.0,0.0,0.0
"Marquette County, WI",0.0,0.0,0.0,0.0
"Marquette County, MI",0.0,0.0,0.0,0.0
"Mariposa County, CA",0.0,0.0,0.0,0.0
"Marion County, MO",0.0,0.0,,
"Marion County, KS",0.0,0.0,0.0,0.0
"Marion County, IL",0.0,0.0,,
"Marion County, AR",0.0,0.0,0.0,0.0
"Marinette County, WI",0.0,0.0,0.0,0.0
"Maries County, MO",0.0,0.0,0.0,0.0
"Manistee County, MI",0.0,0.0,0.0,0.0
"Major County, OK",0.0,0.0,0.0,0.0
"Mahnomen County, MN",0.0,0.0,0.0,0.0
"Mahaska County, IA",0.0,0.0,0.0,0.0
"Madison County, TX",1.5,12.975,,
"Madison County, NE",0.0,0.0,0.0,0.0
"Madison County, NC",0.0,0.0,0.0,0.0
"Madison County, MT",0.0,0.0,0.0,0.0
"Madison County, MO",0.0,0.0,0.0,0.0
"Madison County, ID",0.0,0.0,0.0,0.0
"Madison County, GA",0.0,0.0,0.0,0.0
"Madison County, AR",0.0,0.0,0.0,0.0
"Mackinac County, MI",0.0,0.0,0.0,0.0
"Lyon County, IA",0.0,0.0,0.0,0.0
"Lynn County, TX",0.0,0.0,0.0,0.0
"Lyman County, SD",0.0,0.0,0.0,0.0
"Luna County, NM",0.0,0.0,0.0,0.0
"Luce County, MI",0.0,0.0,0.0,0.0
"Lucas County, IA",0.0,0.0,0.0,0.0
"Love County, OK",0.0,0.0,0.0,0.0
"Loup County, NE",0.0,0.0,0.0,0.0
"Louisa County, IA",0.0,0.0,0.0,0.0
"Loudon County, TN",2.5,5.85,0.0,0.0
"Los Alamos County, NM",0.0,0.0,0.0,0.0
"Long County, GA",0.0,0.0,1.5,10.7
"Logan County, WV",0.0,0.0,0.0,0.0
"Logan County, NE",0.0,0.0,0.0,0.0
"Logan County, ND",0.0,0.0,0.0,0.0
"Logan County, KS",0.0,0.0,0.0,0.0
"Logan County, CO",0.0,0.0,0.0,0.0
"Logan County, AR",0.0,0.0,0.0,0.0
"Llano County, TX",0.0,0.0,0.0,0.0
"Livingston County, MO",0.0,0.0,0.0,0.0
"Lipscomb County, TX",0.0,0.0,0.0,0.0
"Linn County, MO",0.0,0.0,0.0,0.0
"Lincoln County, WV",0.0,0.0,0.0,0.0
"Lincoln County, WI",0.0,0.0,0.0,0.0
"Lincoln County, WA",0.0,0.0,0.0,0.0
"Lincoln County, OR",0.0,0.0,0.0,0.0
"Lincoln County, NV",0.0,0.0,0.0,0.0
"Lincoln County, NM",0.0,0.0,0.0,0.0
"Lincoln County, NE",0.0,0.0,0.0,0.0
"Lincoln County, MT",0.0,0.0,0.0,0.0
"Lincoln County, MO",0.0,0.0,0.0,0.0
"Lincoln County, MN",0.0,0.0,0.0,0.0
"Lincoln County, KS",0.0,0.0,0.0,0.0
"Lincoln County, ID",0.0,0.0,0.0,0.0
"Lincoln County, CO",0.0,0.0,0.0,0.0
"Liberty County, MT",0.0,0.0,0.0,0.0
"Lexington City, VA",0.0,0.0,0.0,0.0
"Lewis County, WV",0.0,0.0,0.0,0.0
"Lewis County, TN",0.0,0.0,0.0,0.0
"Lewis County, NY",0.0,0.0,0.0,0.0
"Lewis County, MO",0.0,0.0,0.0,0.0
"Lewis County, ID",0.0,0.0,0.0,0.0
"Lemhi County, ID",0.0,0.0,0.0,0.0
"Leelanau County, MI",0.0,0.0,0.0,0.0
"Lee County, VA",0.0,0.0,0.0,0.0
"Lee County, TX",0.0,0.0,0.0,0.0
"Lee County, IA",0.0,0.0,0.0,0.0
"Leake County, MS",0.0,0.0,4.0,21.275
"Lea County, NM",0.0,0.0,5.5,10.05
"Le Sueur County, MN",0.0,0.0,0.0,0.0
"Lawrence County, SD",0.0,0.0,0.0,0.0
"Lawrence County, AR",0.0,0.0,0.0,0.0
"Lavaca County, TX",0.0,0.0,0.0,0.0
"Latimer County, OK",0.0,0.0,0.0,0.0
"Las Animas County, CO",0.0,0.0,0.0,0.0
"Langlade County, WI",0.0,0.0,0.0,0.0
"Lane County, KS",0.0,0.0,0.0,0.0
"Lander County, NV",0.0,0.0,0.0,0.0
"Lampasas County, TX",0.0,0.0,0.0,0.0
"Lamoure County, ND",0.0,0.0,0.0,0.0
"Lamoille County, VT",0.0,0.0,0.0,0.0
"Lamb County, TX",0.0,0.0,0.0,0.0
"Lake Of The Woods County, MN",0.0,0.0,0.0,0.0
"Lake County, SD",0.0,0.0,0.0,0.0
"Lake County, OR",0.0,0.0,0.0,0.0
"Lake County, MN",0.0,0.0,0.0,0.0
"Lake County, MI",0.0,0.0,0.0,0.0
"Lake County, CO",0.0,0.0,0.0,0.0
"Lafayette County, WI",0.0,0.0,0.0,0.0
"Lafayette County, FL",0.0,0.0,,
"Lafayette County, AR",0.0,0.0,0.0,0.0
"Laclede County, MO",0.0,0.0,0.0,0.0
"Lac Qui Parle County, MN",0.0,0.0,0.0,0.0
"Kossuth County, IA",0.0,0.0,0.0,0.0
"Koochiching County, MN",0.0,0.0,0.0,0.0
"Knox County, TX",0.0,0.0,0.0,0.0
"Knox County, OH",0.0,0.0,0.0,0.0
"Knox County, NE",0.0,0.0,0.0,0.0
"Knox County, MO",0.0,0.0,0.0,0.0
"Klickitat County, WA",0.0,0.0,0.0,0.0
"Kittson County, MN",0.0,0.0,0.0,0.0
"Kittitas County, WA",0.0,0.0,0.0,0.0
"Kit Carson County, CO",0.0,0.0,0.0,0.0
"Kiowa County, OK",0.0,0.0,0.0,0.0
"Kiowa County, KS",0.0,0.0,0.0,0.0
"Kiowa County, CO",0.0,0.0,0.0,0.0
"Kingsbury County, SD",0.0,0.0,0.0,0.0
"Kingman County, KS",0.0,0.0,0.0,0.0
"Kingfisher County, OK",0.0,0.0,0.0,0.0
"King County, TX",0.0,0.0,0.0,0.0
"Kimball County, NE",0.0,0.0,0.0,0.0
"Kidder County, ND",0.0,0.0,0.0,0.0
"Keya Paha County, NE",0.0,0.0,0.0,0.0
"Keweenaw County, MI",0.0,0.0,0.0,0.0
"Kewaunee County, WI",0.0,0.0,0.0,0.0
"Kent County, TX",0.0,0.0,0.0,0.0
"Kent County, MD",0.0,0.0,0.0,0.0
"Kenedy County, TX",0.0,0.0,0.0,0.0
"Keith County, NE",0.0,0.0,0.0,0.0
"Kearny County, KS",0.0,0.0,0.0,0.0
"Kearney County, NE",0.0,0.0,0.0,0.0
"Kanabec County, MN",0.0,0.0,0.0,0.0
"Juneau County, WI",0.0,0.0,0.0,0.0
"Judith Basin County, MT",0.0,0.0,0.0,0.0
"Juab County, UT",0.0,0.0,0.0,0.0
"Jones County, SD",0.0,0.0,0.0,0.0
"Jones County, IA",0.0,0.0,0.0,0.0
"Jones County, GA",2.5,10.95,0.0,0.0
"Johnston County, OK",0.0,0.0,0.0,0.0
"Johnson County, WY",0.0,0.0,0.0,0.0
"Johnson County, TN",0.0,0.0,0.0,0.0
"Johnson County, NE",0.0,0.0,0.0,0.0
"Jo Daviess County, IL",0.0,0.0,0.0,0.0
"Jim Hogg County, TX",0.0,0.0,0.0,0.0
"Jewell County, KS",0.0,0.0,0.0,0.0
"Jerome County, ID",0.0,0.0,0.0,0.0
"Jerauld County, SD",0.0,0.0,0.0,0.0
"Jefferson County, WA",0.0,0.0,0.0,0.0
"Jefferson County, PA",0.0,0.0,0.0,0.0
"Jefferson County, OK",0.0,0.0,0.0,0.0
"Jefferson County, NE",0.0,0.0,0.0,0.0
"Jefferson County, MT",0.0,0.0,0.0,0.0
"Jefferson County, MS",2.5,34.0,0.0,0.0
"Jefferson County, KS",0.0,0.0,0.0,0.0
"Jefferson County, IN",0.0,0.0,2.5,9.05
"Jefferson County, IA",0.0,0.0,0.0,0.0
"Jeff Davis County, TX",0.0,0.0,0.0,0.0
"Jeff Davis County, GA",0.0,0.0,0.0,0.0
"Jay County, IN",0.0,0.0,0.0,0.0
"Jasper County, TX",2.5,8.4,3.5,11.95
"Jasper County, IL",0.0,0.0,0.0,0.0
"Jackson County, WV",0.0,0.0,0.0,0.0
"Jackson County, WI",0.0,0.0,0.0,0.0
"Jackson County, TX",0.0,0.0,0.0,0.0
"Jackson County, TN",0.0,0.0,0.0,0.0
"Jackson County, SD",0.0,0.0,0.0,0.0
"Jackson County, NC",0.0,0.0,0.0,0.0
"Jackson County, MN",0.0,0.0,0.0,0.0
"Jackson County, KS",0.0,0.0,0.0,0.0
"Jackson County, IA",0.0,0.0,0.0,0.0
"Jackson County, CO",0.0,0.0,0.0,0.0
"Izard County, AR",0.0,0.0,0.0,0.0
"Itawamba County, MS",0.0,0.0,0.0,0.0
"Itasca County, MN",0.0,0.0,0.0,0.0
"Issaquena County, MS",0.0,0.0,0.0,0.0
"Irwin County, GA",0.0,0.0,6.0,74.7
"Iroquois County, IL",0.0,0.0,0.0,0.0
"Iron County, WI",0.0,0.0,0.0,0.0
"Iron County, UT",0.0,0.0,0.0,0.0
"Iron County, MO",0.0,0.0,0.0,0.0
"Iron County, MI",0.0,0.0,0.0,0.0
"Irion County, TX",0.0,0.0,0.0,0.0
"Iowa County, WI",0.0,0.0,0.0,0.0
"Iowa County, IA",0.0,0.0,0.0,0.0
"Iosco County, MI",0.0,0.0,0.0,0.0
"Ionia County, MI",0.0,0.0,,
"Inyo County, CA",0.0,0.0,0.0,0.0
"Idaho County, ID",0.0,0.0,0.0,0.0
"Ida County, IA",0.0,0.0,0.0,0.0
"Hyde County, SD",0.0,0.0,0.0,0.0
"Hyde County, NC",0.0,0.0,0.0,0.0
"Hutchinson County, SD",0.0,0.0,0.0,0.0
"Huron County, OH",0.0,0.0,0.0,0.0
"Huron County, MI",0.0,0.0,0.0,0.0
"Humphreys County, TN",0.0,0.0,0.0,0.0
"Humboldt County, NV",0.0,0.0,0.0,0.0
"Humboldt County, IA",0.0,0.0,0.0,0.0
"Huerfano County, CO",0.0,0.0,0.0,0.0
"Hudspeth County, TX",0.0,0.0,0.0,0.0
"Hubbard County, MN",0.0,0.0,0.0,0.0
"Howell County, MO",0.0,0.0,0.0,0.0
"Howard County, NE",0.0,0.0,0.0,0.0
"Howard County, MO",0.0,0.0,0.0,0.0
"Howard County, AR",0.0,0.0,0.0,0.0
"Houston County, TN",0.0,0.0,0.0,0.0
"Houston County, MN",0.0,0.0,0.0,0.0
"Houghton County, MI",0.0,0.0,0.0,0.0
"Hot Springs County, WY",0.0,0.0,0.0,0.0
"Hooker County, NE",0.0,0.0,0.0,0.0
"Holt County, MO",0.0,0.0,0.0,0.0
"Holmes County, OH",0.0,0.0,0.0,0.0
"Hodgeman County, KS",0.0,0.0,0.0,0.0
"Hocking County, OH",0.0,0.0,0.0,0.0
"Hitchcock County, NE",0.0,0.0,0.0,0.0
"Hinsdale County, CO",0.0,0.0,0.0,0.0
"Hillsdale County, MI",0.0,0.0,0.0,0.0
"Hill County, MT",0.0,0.0,0.0,0.0
"Highland County, VA",0.0,0.0,0.0,0.0
"Hidalgo County, NM",0.0,0.0,0.0,0.0
"Hickory County, MO",0.0,0.0,0.0,0.0
"Hettinger County, ND",0.0,0.0,0.0,0.0
"Henry County, OH",0.0,0.0,0.0,0.0
"Henry County, IA",0.0,0.0,0.0,0.0
"Henderson County, TN",0.0,0.0,0.0,0.0
"Henderson County, IL",0.0,0.0,0.0,0.0
"Hemphill County, TX",0.0,0.0,0.0,0.0
"Hayes County, NE",0.0,0.0,0.0,0.0
"Hawkins County, TN",0.0,0.0,0.0,0.0
"Haskell County, OK",0.0,0.0,0.0,0.0
"Haskell County, KS",0.0,0.0,0.0,0.0
"Hartley County, TX",0.0,0.0,0.0,0.0
"Harrison County, OH",0.0,0.0,0.0,0.0
"Harrison County, IA",0.0,0.0,0.0,0.0
"Harper County, OK",0.0,0.0,0.0,0.0
"Harper County, KS",0.0,0.0,0.0,0.0
"Harney County, OR",0.0,0.0,0.0,0.0
"Harmon County, OK",0.0,0.0,0.0,0.0
"Harlan County, NE",0.0,0.0,0.0,0.0
"Hardy County, WV",0.0,0.0,0.0,0.0
"Harding County, SD",0.0,0.0,0.0,0.0
"Harding County, NM",0.0,0.0,0.0,0.0
"Hardin County, OH",0.0,0.0,0.0,0.0
"Hardin County, IL",0.0,0.0,0.0,0.0
"Hardin County, IA",0.0,0.0,0.0,0.0
"Hardeman County, TX",0.0,0.0,0.0,0.0
"Hanson County, SD",0.0,0.0,0.0,0.0
"Hansford County, TX",0.0,0.0,0.0,0.0
"Hand County, SD",0.0,0.0,0.0,0.0
"Hancock County, WV",0.0,0.0,0.0,0.0
"Hancock County, TN",0.0,0.0,0.0,0.0
"Hancock County, OH",0.0,0.0,1.6666666666666667,2.6
"Hancock County, ME",0.0,0.0,0.0,0.0
"Hancock County, IL",0.0,0.0,0.0,0.0
"Hancock County, IA",0.0,0.0,0.0,0.0
"Hamlin County, SD",0.0,0.0,0.0,0.0
"Hamilton County, TX",0.0,0.0,0.0,0.0
"Hamilton County, NY",0.0,0.0,0.0,0.0
"Hamilton County, NE",0.0,0.0,0.0,0.0
"Hamilton County, KS",0.0,0.0,0.0,0.0
"Hamilton County, IL",0.0,0.0,0.0,0.0
"Hall County, TX",0.0,0.0,0.0,0.0
"Habersham County, GA",0.0,0.0,5.0,13.1
"Haakon County, SD",0.0,0.0,0.0,0.0
"Guthrie County, IA",0.0,0.0,0.0,0.0
"Gunnison County, CO",0.0,0.0,0.0,0.0
"Guadalupe County, NM",0.0,0.0,0.0,0.0
"Grundy County, MO",0.0,0.0,0.0,0.0
"Grundy County, IA",0.0,0.0,0.0,0.0
"Griggs County, ND",0.0,0.0,0.0,0.0
"Gregory County, SD",0.0,0.0,0.0,0.0
"Greenwood County, KS",0.0,0.0,0.0,0.0
"Greenlee County, AZ",0.0,0.0,0.0,0.0
"Greene County, AR",0.0,0.0,0.0,0.0
"Green Lake County, WI",0.0,0.0,0.0,0.0
"Greeley County, NE",0.0,0.0,0.0,0.0
"Greeley County, KS",0.0,0.0,0.0,0.0
"Grayson County, VA",0.0,0.0,0.0,0.0
"Grays Harbor County, WA",4.5,7.4,0.0,0.0
"Gray County, KS",0.0,0.0,0.0,0.0
"Gratiot County, MI",0.0,0.0,0.0,0.0
"Grant County, WV",0.0,0.0,0.0,0.0
"Grant County, WI",0.0,0.0,0.0,0.0
"Grant County, WA",0.0,0.0,0.0,0.0
"Grant County, SD",0.0,0.0,0.0,0.0
"Grant County, OR",0.0,0.0,0.0,0.0
"Grant County, OK",0.0,0.0,0.0,0.0
"Grant County, NM",0.0,0.0,0.0,0.0
"Grant County, NE",0.0,0.0,0.0,0.0
"Grant County, ND",0.0,0.0,0.0,0.0
"Grant County, MN",0.0,0.0,0.0,0.0
"Grant County, KS",0.0,0.0,0.0,0.0
"Grand Isle County, VT",0.0,0.0,0.0,0.0
"Grand Forks County, ND",0.0,0.0,6.5,10.95
"Grand County, UT",0.0,0.0,0.0,0.0
"Grand County, CO",0.0,0.0,0.0,0.0
"Graham County, NC",0.0,0.0,0.0,0.0
"Graham County, KS",0.0,0.0,0.0,0.0
"Gove County, KS",0.0,0.0,0.0,0.0
"Gosper County, NE",0.0,0.0,0.0,0.0
"Goshen County, WY",0.0,0.0,0.0,0.0
"Gonzales County, TX",0.0,0.0,0.0,0.0
"Goliad County, TX",0.0,0.0,0.0,0.0
"Golden Valley County, ND",0.0,0.0,0.0,0.0
"Golden Valley County, MT",0.0,0.0,0.0,0.0
"Gogebic County, MI",0.0,0.0,0.0,0.0
"Glasscock County, TX",0.0,0.0,0.0,0.0
"Gladwin County, MI",0.0,0.0,0.0,0.0
"Glacier County, MT",0.0,0.0,0.0,0.0
"Gilpin County, CO",0.0,0.0,0.0,0.0
"Gilmer County, WV",0.0,0.0,0.0,0.0
"Gilliam County, OR",0.0,0.0,0.0,0.0
"Giles County, VA",0.0,0.0,0.0,0.0
"Gibson County, IN",0.0,0.0,0.0,0.0
"Gem County, ID",0.0,0.0,0.0,0.0
"Gates County, NC",0.0,0.0,0.0,0.0
"Garrett County, MD",0.0,0.0,0.0,0.0
"Garfield County, WA",0.0,0.0,0.0,0.0
"Garfield County, UT",0.0,0.0,0.0,0.0
"Garfield County, NE",0.0,0.0,0.0,0.0
"Garfield County, MT",0.0,0.0,0.0,0.0
"Garden County, NE",0.0,0.0,0.0,0.0
"Gallatin County, IL",0.0,0.0,0.0,0.0
"Galax City, VA",0.0,0.0,0.0,0.0
"Gaines County, TX",0.0,0.0,0.0,0.0
"Gage County, NE",0.0,0.0,0.0,0.0
"Furnas County, NE",0.0,0.0,0.0,0.0
"Fulton County, PA",0.0,0.0,0.0,0.0
"Fulton County, OH",0.0,0.0,0.0,0.0
"Fulton County, IN",0.0,0.0,0.0,0.0
"Frontier County, NE",0.0,0.0,0.0,0.0
"Fremont County, ID",0.0,0.0,0.0,0.0
"Fremont County, IA",0.0,0.0,0.0,0.0
"Freeborn County, MN",0.0,0.0,0.0,0.0
"Franklin County, NE",0.0,0.0,0.0,0.0
"Franklin County, MS",0.0,0.0,0.0,0.0
"Franklin County, ME",0.0,0.0,0.0,0.0
"Franklin County, IN",0.0,0.0,0.0,0.0
"Franklin County, ID",0.0,0.0,0.0,0.0
"Franklin County, IA",0.0,0.0,0.0,0.0
"Foster County, ND",0.0,0.0,0.0,0.0
"Forest County, WI",0.0,0.0,0.0,0.0
"Forest County, PA",0.0,0.0,0.0,0.0
"Ford County, IL",0.0,0.0,0.0,0.0
"Fluvanna County, VA",0.0,0.0,0.0,0.0
"Floyd County, VA",0.0,0.0,0.0,0.0
"Florence County, WI",0.0,0.0,0.0,0.0
"Fisher County, TX",0.0,0.0,0.0,0.0
"Finney County, KS",0.0,0.0,0.0,0.0
"Fillmore County, NE",0.0,0.0,0.0,0.0
"Ferry County, WA",0.0,0.0,0.0,0.0
"Fergus County, MT",0.0,0.0,0.0,0.0
"Fentress County, TN",0.0,0.0,0.0,0.0
"Fayette County, TX",0.0,0.0,0.0,0.0
"Fayette County, OH",0.0,0.0,0.0,0.0
"Fayette County, IL",3.3333333333333335,18.333333333333332,0.0,0.0
"Fayette County, AL",0.0,0.0,0.0,0.0
"Faulk County, SD",0.0,0.0,0.0,0.0
"Faribault County, MN",0.0,0.0,0.0,0.0
"Falls Church City, VA",1.25,13.15,0.0,0.0
"Fallon County, MT",0.0,0.0,0.0,0.0
"Fall River County, SD",0.0,0.0,0.0,0.0
"Evans County, GA",0.0,0.0,0.0,0.0
"Eureka County, NV",0.0,0.0,0.0,0.0
"Esmeralda County, NV",0.0,0.0,0.0,0.0
"Erath County, TX",0.0,0.0,0.0,0.0
"Emmons County, ND",0.0,0.0,0.0,0.0
"Emmet County, MI",0.0,0.0,0.0,0.0
"Emmet County, IA",0.0,0.0,0.0,0.0
"Emery County, UT",0.0,0.0,0.0,0.0
"Elmore County, ID",0.0,0.0,0.0,0.0
"Ellsworth County, KS",0.0,0.0,0.0,0.0
"Ellis County, OK",0.0,0.0,0.0,0.0
"Ellis County, KS",0.0,0.0,0.0,0.0
"Elk County, PA",0.0,0.0,0.0,0.0
"Elk County, KS",0.0,0.0,0.0,0.0
"Edwards County, KS",0.0,0.0,0.0,0.0
"Edwards County, IL",0.0,0.0,0.0,0.0
"Edmunds County, SD",0.0,0.0,0.0,0.0
"Edgefield County, SC",3.0,13.75,5.666666666666667,24.400000000000002
"Eddy County, ND",0.0,0.0,0.0,0.0
"Eastland County, TX",0.0,0.0,0.0,0.0
"Dunn County, ND",0.0,0.0,0.0,0.0
"Dundy County, NE",0.0,0.0,0.0,0.0
"Dukes County, MA",0.0,0.0,1.6666666666666667,11.066666666666668
"Duchesne County, UT",0.0,0.0,0.0,0.0
"Dubois County, IN",0.0,0.0,0.0,0.0
"Douglas County, WI",0.0,0.0,0.0,0.0
"Douglas County, WA",0.0,0.0,0.0,0.0
"Douglas County, SD",0.0,0.0,0.0,0.0
"Douglas County, IL",0.0,0.0,0.0,0.0
"Door County, WI",0.0,0.0,0.0,0.0
"Doniphan County, KS",0.0,0.0,0.0,0.0
"Dolores County, CO",0.0,0.0,0.0,0.0
"Dodge County, MN",0.0,0.0,0.0,0.0
"Doddridge County, WV",0.0,0.0,0.0,0.0
"Dixon County, NE",0.0,0.0,0.0,0.0
"Divide County, ND",0.0,0.0,0.0,0.0
"Dimmit County, TX",0.0,0.0,0.0,0.0
"Dickinson County, MI",0.0,0.0,0.0,0.0
"Dickinson County, IA",0.0,0.0,0.0,0.0
"Dickey County, ND",0.0,0.0,0.0,0.0
"Dewey County, SD",0.0,0.0,0.0,0.0
"Dewey County, OK",0.0,0.0,0.0,0.0
"Deuel County, SD",0.0,0.0,0.0,0.0
"Deuel County, NE",0.0,0.0,0.0,0.0
"Desha County, AR",0.0,0.0,,
"Dent County, MO",0.0,0.0,0.0,0.0
"Delta County, TX",0.0,0.0,0.0,0.0
"Delta County, MI",0.0,0.0,0.0,0.0
"Delaware County, OK",0.0,0.0,0.0,0.0
"Delaware County, NY",0.0,0.0,0.0,0.0
"Delaware County, IA",0.0,0.0,0.0,0.0
"Deer Lodge County, MT",0.0,0.0,0.0,0.0
"Decatur County, TN",0.0,0.0,0.0,0.0
"Decatur County, KS",0.0,0.0,0.0,0.0
"Decatur County, IA",0.0,0.0,0.0,0.0
"De Witt County, IL",0.0,0.0,0.0,0.0
"De Baca County, NM",0.0,0.0,0.0,0.0
"Day County, SD",0.0,0.0,0.0,0.0
"Dawson County, MT",0.0,0.0,0.0,0.0
"Dawes County, NE",0.0,0.0,0.0,0.0
"Davison County, SD",0.0,0.0,0.0,0.0
"Davis County, IA",0.0,0.0,0.0,0.0
"Davie County, NC",0.0,0.0,0.0,0.0
"Daniels County, MT",0.0,0.0,0.0,0.0
"Dallas County, MO",0.0,0.0,0.0,0.0
"Dallas County, AR",0.0,0.0,0.0,0.0
"Dallam County, TX",0.0,0.0,0.0,0.0
"Daggett County, UT",0.0,0.0,0.0,0.0
"Dade County, MO",0.0,0.0,0.0,0.0
"Custer County, SD",0.0,0.0,0.0,0.0
"Custer County, OK",0.0,0.0,0.0,0.0
"Custer County, MT",0.0,0.0,0.0,0.0
"Custer County, ID",0.0,0.0,0.0,0.0
"Custer County, CO",0.0,0.0,0.0,0.0
"Curry County, OR",0.0,0.0,0.0,0.0
"Currituck County, NC",0.0,0.0,0.0,0.0
"Cuming County, NE",0.0,0.0,0.0,0.0
"Cumberland County, VA",0.0,0.0,0.0,0.0
"Cumberland County, IL",0.0,0.0,0.0,0.0
"Culberson County, TX",0.0,0.0,0.0,0.0
"Crow Wing County, MN",0.0,0.0,0.0,0.0
"Cross County, AR",0.0,0.0,0.0,0.0
"Crosby County, TX",0.0,0.0,0.0,0.0
"Crook County, WY",0.0,0.0,0.0,0.0
"Crook County, OR",0.0,0.0,0.0,0.0
"Crockett County, TX",0.0,0.0,0.0,0.0
"Crockett County, TN",0.0,0.0,0.0,0.0
"Crenshaw County, AL",0.0,0.0,0.0,0.0
"Crawford County, WI",0.0,0.0,0.0,0.0
"Crawford County, MI",0.0,0.0,0.0,0.0
"Crawford County, IN",0.0,0.0,0.0,0.0
"Crawford County, IA",0.0,0.0,0.0,0.0
"Crane County, TX",0.0,0.0,0.0,0.0
"Craig County, VA",0.0,0.0,0.0,0.0
"Cottonwood County, MN",0.0,0.0,0.0,0.0
"Cotton County, OK",0.0,0.0,0.0,0.0
"Cottle County, TX",0.0,0.0,0.0,0.0
"Costilla County, CO",0.0,0.0,0.0,0.0
